name,repository
credo,https://github.com/rrrene/credo
realtime,https://github.com/supabase/realtime
hex,https://github.com/hexpm/hex
phoenix,https://github.com/phoenixframework/phoenix
elixir,https://github.com/elixir-lang/elixir
