name,repository
yoavniran-testing,https://gist.github.com/yoavniran/1e3b0162e1545055429e
commander.js,https://github.com/tj/commander.js
Inquirer.js,https://github.com/SBoudrias/Inquirer.js
babel,https://github.com/babel/babel
npm-cli,https://github.com/npm/cli
node,https://github.com/nodejs/node
