name,repository
zig,https://github.com/ziglang/zig
nitter,https://github.com/zedeus/nitter
river,https://github.com/ifreund/river
zls,https://github.com/zigtools/zls
zig-bootstrap,https://github.com/ziglang/zig-bootstrap
