name,repository
gota,https://git.sr.ht/~easbarbosa/gota
ixe,https://git.sr.ht/~easbarbosa/ixe
cejo,https://git.sr.ht/~easbarbosa/cejo
distro,https://git.sr.ht/~easbarbosa/distro
lar,https://git.sr.ht/~easbarbosa/lar
