name,branch,url
pure-getopt,master,https://github.com/agriffis/pure-getopt
deb-get,main,https://github.com/wimpysworld/deb-get
myfetch,main,https://codeberg.org/blau_araujo/myfetch
org2term,master,https://codeberg.org/blau_araujo/org2term
clipmenu,develop,https://github.com/cdown/clipmenu
